title,release_date,release_year,worldwide_box_office,split
Quartet,2013-03-01,2012,59520298.0,train
28 Hotel Rooms,2012-11-09,2012,131208.0,train
Playing for Keeps,2012-12-07,2012,30962335.0,train
Upside Down,2013-05-01,2012,22187813.0,train
Great Expectations,2013-11-08,2012,6202879.0,train
The Odd Life of Timothy Green,2012-08-15,2012,56012642.0,train
Premium Rush,2012-08-24,2012,31083599.0,train
Not Fade Away,2013-07-19,2012,636399.0,train
Disconnect,2013-07-05,2012,3428048.0,train
Sightseers,2013-05-10,2012,2122909.0,train
The Pirates! Band of Misfits,2012-04-27,2012,123054041.0,train
Chernobyl Diaries,2012-05-25,2012,38390020.0,train
Celeste & Jesse Forever,2012-08-03,2012,3640975.0,train
Talaash,2012-11-30,2012,5277766.0,train
Hope Springs,2012-08-08,2012,114281051.0,train
People Like Us,2012-06-29,2012,12558931.0,train
The ABCs of Death,2013-04-26,2012,23589.0,train
Into the White,2013-04-12,2012,712216.0,train
The Sweeney,2013-03-01,2012,7708312.0,train
Vamps,2012-11-02,2012,92748.0,train
Barfi!,2012-09-14,2012,4490134.0,train
Bel Ami,2012-03-09,2012,9374932.0,train
Unfinished Song,2013-02-22,2012,9166865.0,train
A Thousand Words,2012-03-09,2012,22044277.0,train
Like Someone in Love,2012-09-15,2012,562878.0,train
Escape from Planet Earth,2013-02-15,2012,74939189.0,train
The Reluctant Fundamentalist,2013-05-17,2012,2176576.0,train
Much Ado About Nothing,2013-06-14,2012,5341221.0,train
Ginger & Rosa,2012-10-19,2012,1674776.0,train
"For a Good Time, Call...",2012-11-02,2012,1386088.0,train
Big Miracle,2012-02-03,2012,24740061.0,train
What Maisie Knew,2013-05-03,2012,2711379.0,train
The Devil Inside,2012-01-06,2012,101758490.0,train
Cocktail,2012-07-13,2012,2724695.0,train
Fun Size,2012-10-26,2012,11417362.0,train
"Farewell, My Queen",2012-03-21,2012,6366835.0,train
The Magic of Belle Isle,2012-07-06,2012,123821.0,train
Robot & Frank,2012-09-19,2012,4806423.0,train
The Wolf of Wall Street,2013-12-25,2013,392000694.0,train
Iron Man 3,2013-05-03,2013,1214811252.0,train
The Conjuring,2013-07-19,2013,320290989.0,train
Prisoners,2013-09-20,2013,122126687.0,train
Thor: The Dark World,2013-11-08,2013,644783140.0,train
The Purge,2013-06-07,2013,89328627.0,train
Grown Ups 2,2013-07-12,2013,246984278.0,train
Fast & Furious 6,2013-05-24,2013,788680968.0,train
Gravity,2013-10-04,2013,723192705.0,train
About Time,2013-11-08,2013,87100449.0,train
The Hobbit: The Desolation of Smaug,2013-12-13,2013,959007513.0,train
Man of Steel,2013-06-14,2013,668045518.0,train
Under the Skin,2014-03-14,2013,5866389.0,train
Blue Is the Warmest Colour,2013-10-09,2013,19465835.0,train
Only Lovers Left Alive,2013-12-25,2013,7609187.0,train
Her,2014-01-10,2013,48517427.0,train
Snowpiercer,2014-07-11,2013,86758912.0,train
We're the Millers,2013-08-07,2013,269994119.0,train
Kick-Ass 2,2013-08-16,2013,60795985.0,train
Frozen,2013-11-27,2013,1281508100.0,train
The Great Gatsby,2013-05-10,2013,353642274.0,train
American Hustle,2013-12-20,2013,251171807.0,train
The Green Inferno,2015-09-25,2013,12666449.0,train
Rush,2013-09-27,2013,96983009.0,train
Monsters University,2013-06-21,2013,743559645.0,train
Don Jon,2013-09-27,2013,39439355.0,train
Now You See Me,2013-05-31,2013,351723989.0,train
Oblivion,2013-04-19,2013,286168572.0,train
Identity Thief,2013-02-08,2013,173965010.0,train
Nymphomaniac: Vol. I,2014-03-06,2013,13551156.0,train
Star Trek Into Darkness,2013-05-16,2013,467365246.0,train
The Hunger Games: Catching Fire,2013-11-22,2013,865011746.0,train
Homefront,2013-11-27,2013,48449416.0,train
Movie 43,2013-01-25,2013,32443111.0,train
World War Z,2013-06-21,2013,540455876.0,train
12 Years a Slave,2013-11-08,2013,187733202.0,train
G.I. Joe: Retaliation,2013-03-28,2013,375740705.0,train
Dallas Buyers Club,2013-11-22,2013,55736588.0,train
The Secret Life of Walter Mitty,2013-12-25,2013,188133322.0,train
Pacific Rim,2013-07-12,2013,411002906.0,train
The Croods,2013-03-22,2013,587205319.0,train
This Is the End,2013-06-12,2013,126041322.0,train
The Way Way Back,2013-07-26,2013,26474920.0,train
The Internship,2013-06-07,2013,93492844.0,train
Elysium,2013-08-09,2013,286140700.0,train
Hansel & Gretel: Witch Hunters,2013-01-25,2013,226349749.0,train
Captain Phillips,2013-10-11,2013,218791811.0,train
Evil Dead,2013-04-05,2013,97542952.0,train
White House Down,2013-06-28,2013,205366737.0,train
Enemy,2014-02-06,2013,3468224.0,train
Olympus Has Fallen,2013-03-22,2013,170270201.0,train
Lone Survivor,2014-01-10,2013,154802912.0,train
Oz the Great and Powerful,2013-03-08,2013,493311825.0,train
Pain & Gain,2013-04-26,2013,87305549.0,train
Oldboy,2013-11-27,2013,5186767.0,train
Out of the Furnace,2013-12-06,2013,15661554.0,train
Coherence,2014-08-06,2013,139745.0,train
Ender's Game,2013-11-01,2013,125544024.0,train
Anchorman 2: the Legend Continues,2013-12-18,2013,173649931.0,train
The World's End,2013-08-23,2013,46091271.0,train
Stoker,2013-03-01,2013,12077441.0,train
The Mortal Instruments: City of Bones,2013-08-21,2013,95396573.0,train
Mama,2013-01-18,2013,146428180.0,train
Riddick,2013-09-06,2013,98337295.0,train
A Good Day to Die Hard,2013-02-14,2013,304654182.0,train
Escape Plan,2013-10-18,2013,137328301.0,train
The Wolverine,2013-07-26,2013,414828246.0,train
Texas Chainsaw,2013-01-04,2013,47340586.0,train
Despicable Me 2,2013-07-03,2013,970766005.0,train
47 Ronin,2013-12-25,2013,151783839.0,train
Adore,2013-04-03,2013,1575749.0,train
Machete Kills,2013-10-11,2013,17496820.0,train
Warm Bodies,2013-02-01,2013,116980662.0,train
Percy Jackson: Sea of Monsters,2013-08-07,2013,199850315.0,train
Blue Jasmine,2013-08-23,2013,99104804.0,train
Nymphomaniac: Vol. II,2014-03-20,2013,4934725.0,train
Safe Haven,2013-02-14,2013,97594140.0,train
Gangster Squad,2013-01-11,2013,105200903.0,train
August: Osage County,2014-01-10,2013,74188937.0,train
Locke,2014-04-18,2013,5090608.0,train
Before Midnight,2013-06-14,2013,20994648.0,train
Young & Beautiful,2014-04-25,2013,9757417.0,train
Begin Again,2014-07-11,2013,65652908.0,train
Oculus,2014-04-11,2013,44459951.0,train
Big Bad Wolves,2013-08-15,2013,291239.0,train
The Counselor,2013-10-25,2013,71009334.0,train
Parker,2013-01-25,2013,46922566.0,train
The Call,2013-03-15,2013,68572631.0,train
Scary Movie V,2013-04-12,2013,78378744.0,train
R.I.P.D.,2013-07-19,2013,78324220.0,train
Inside Llewyn Davis,2014-01-10,2013,32960249.0,train
The To Do List,2013-07-26,2013,3909596.0,train
Carrie,2013-10-18,2013,84790678.0,train
The Lone Ranger,2013-07-03,2013,260502115.0,train
The Host,2013-03-29,2013,63365859.0,train
Turbo,2013-07-17,2013,282570682.0,train
What If,2014-08-15,2013,8526288.0,train
2 Guns,2013-08-02,2013,131940411.0,train
Enough Said,2013-10-11,2013,25288872.0,train
Side Effects,2013-02-08,2013,63414135.0,train
The Heat,2013-06-28,2013,229930771.0,train
Insidious: Chapter 2,2013-09-13,2013,161919318.0,train
Redemption,2013-06-28,2013,12671109.0,train
Belle,2014-06-13,2013,16607575.0,train
Horns,2014-10-03,2013,3875442.0,train
After Earth,2013-05-31,2013,243611982.0,train
Lee Daniels' The Butler,2013-08-16,2013,177313795.0,train
Only God Forgives,2013-05-22,2013,10639616.0,train
RED 2,2013-07-19,2013,148075565.0,train
Blood Ties,2013-10-30,2013,2566435.0,train
The Great Beauty,2014-03-14,2013,24665023.0,train
Dead Man Down,2013-03-08,2013,18074539.0,train
The Spectacular Now,2013-09-13,2013,6918591.0,train
42,2013-04-12,2013,97470701.0,train
The Best Offer,2014-01-01,2013,20919703.0,train
The Last Stand,2013-01-18,2013,48330757.0,train
Filth,2014-04-24,2013,8417248.0,train
The Grand Seduction,2014-05-30,2013,4292517.0,train
I Spit on Your Grave 2,2013-09-05,2013,678604.0,train
Short Term 12,2013-08-23,2013,1645164.0,train
Saving Mr. Banks,2013-12-20,2013,117867984.0,train
The Book Thief,2013-11-27,2013,76586316.0,train
The Hangover Part III,2013-05-23,2013,362000072.0,train
Lovelace,2013-08-08,2013,1585583.0,train
The Bling Ring,2013-06-21,2013,20045576.0,train
The Family,2013-09-13,2013,78418811.0,train
The Wind Rises,2014-02-21,2013,136533257.0,train
Life of Crime,2014-08-29,2013,1456675.0,train
Beautiful Creatures,2013-02-14,2013,60052138.0,train
Joe,2014-04-11,2013,2431443.0,train
Delivery Man,2013-11-22,2013,53120346.0,train
Afternoon Delight,2013-09-15,2013,175755.0,train
Grudge Match,2013-12-25,2013,44907260.0,train
Planes,2013-08-09,2013,239258712.0,train
Cloudy with a Chance of Meatballs 2,2013-09-27,2013,274325949.0,train
Jack the Giant Slayer,2013-03-01,2013,197687603.0,train
Blue Ruin,2014-07-09,2013,993313.0,train
Epic,2013-05-24,2013,268426634.0,train
Dark Skies,2013-02-22,2013,27858103.0,train
Nebraska,2014-01-24,2013,27682872.0,train
The Kings of Summer,2013-08-23,2013,1501595.0,train
Bhaag Milkha Bhaag,2013-07-12,2013,17551296.0,train
Labor Day,2014-01-31,2013,20275812.0,train
Trance,2013-03-27,2013,24261569.0,train
Broken City,2013-01-18,2013,34737199.0,train
The Zero Theorem,2014-08-19,2013,1486506.0,train
All Is Lost,2013-10-25,2013,13627519.0,train
Anna,2014-01-24,2013,1257142.0,train
Third Person,2014-11-14,2013,2624761.0,train
One Chance,2013-10-25,2013,10900434.0,train
The Grandmaster,2013-08-30,2013,73906736.0,train
The Incredible Burt Wonderstone,2013-03-15,2013,27437881.0,train
Austenland,2013-09-27,2013,2313509.0,train
The Big Wedding,2013-04-26,2013,46522137.0,train
Kill Your Darlings,2013-09-19,2013,1877924.0,train
Snitch,2013-02-22,2013,57824674.0,train
The Smurfs 2,2013-07-31,2013,347545360.0,train
Last Vegas,2013-11-01,2013,134409025.0,train
Fruitvale Station,2013-07-26,2013,17385830.0,train
Palo Alto,2014-05-09,2013,919591.0,train
Bad Grandpa,2013-10-25,2013,151826547.0,train
Philomena,2013-11-27,2013,100129872.0,train
The Canyons,2013-08-02,2013,270185.0,train
Jobs,2013-08-16,2013,42128352.0,train
Europa Report,2013-06-27,2013,125687.0,train
The Immigrant,2014-05-23,2013,5952884.0,train
I Give It a Year,2013-02-08,2013,29128433.0,train
Starred Up,2014-08-26,2013,3025189.0,train
21 & Over,2013-03-01,2013,48065672.0,train
The Inevitable Defeat of Mister & Pete,2013-01-25,2013,506303.0,train
Romeo and Juliet,,2013,2966268.0,train
Runner Runner,2013-10-04,2013,62675095.0,train
A Haunted House,2013-01-11,2013,60159584.0,train
The Tale of The Princess Kaguya,2013-11-23,2013,24706166.0,train
The Double,2014-04-04,2013,1662515.0,train
Yeh Jawaani Hai Deewani,2013-05-31,2013,30991781.0,train
How I Live Now,2013-10-04,2013,925762.0,train
Upstream Color,2013-08-30,2013,587174.0,train
Parkland,2013-10-02,2013,1412181.0,train
A Field in England,2013-07-05,2013,97195.0,train
In Secret,2014-04-03,2013,652228.0,train
Paranoia,2013-08-16,2013,17056265.0,train
The Past,2013-05-17,2013,12673462.0,train
Breathe In,2013-07-19,2013,500207.0,train
V/H/S/2,2013-06-06,2013,805574.0,train
Knights of Badassdom,2014-04-11,2013,123854.0,train
The Congress,2014-07-24,2013,758754.0,train
The Fifth Estate,2013-10-18,2013,9058564.0,train
Ida,2013-10-25,2013,11156836.0,train
The Love Punch,2014-05-23,2013,8366493.0,train
Tracks,2014-03-06,2013,5853509.0,train
Bad Words,2014-03-28,2013,7804337.0,train
In a World...,2013-09-13,2013,3114953.0,train
Ain't Them Bodies Saints,2013-08-16,2013,1031243.0,train
Man of Tai Chi,2013-07-05,2013,5464885.0,train
The East,2013-06-28,2013,2891812.0,train
The Lunchbox,2013-09-20,2013,11621777.0,train
New World,2013-02-21,2013,31673928.0,train
Charlie Countryman,2013-09-13,2013,443990.0,train
Getaway,2013-08-30,2013,11806432.0,train
Guardians of the Galaxy,2014-08-01,2014,773350147.0,train
Interstellar,2014-11-07,2014,701729206.0,train
John Wick,2014-10-24,2014,86081711.0,train
Edge of Tomorrow,2014-06-06,2014,370541256.0,train
Gone Girl,2014-10-03,2014,369330363.0,train
Captain America: The Winter Soldier,2014-04-04,2014,714421503.0,train
The Grand Budapest Hotel,2014-03-28,2014,172945750.0,train
Whiplash,2014-10-15,2014,49396747.0,train
Kingsman: The Secret Service,2015-02-13,2014,414351546.0,train
Ex Machina,2015-04-24,2014,36869414.0,train
Divergent,2014-03-21,2014,288885818.0,train
Nightcrawler,2014-10-31,2014,47398992.0,train
The Hobbit: The Battle of the Five Armies,2014-12-17,2014,962182865.0,train
The Equalizer,2014-09-26,2014,192330738.0,train
The Maze Runner,2014-09-19,2014,348319861.0,train
Lucy,2014-07-25,2014,458863600.0,train
Chef,2014-05-30,2014,48428048.0,train
What We Do in the Shadows,2015-02-13,2014,7253160.0,train
The Imitation Game,2014-12-25,2014,233555708.0,train
Fury,2014-10-17,2014,211822697.0,train
X-Men: Days of Future Past,2014-05-23,2014,746045700.0,train
Predestination,2015-01-09,2014,4942449.0,train
The Purge: Anarchy,2014-07-18,2014,111928365.0,train
Birdman or (The Unexpected Virtue of Ignorance),2014-11-14,2014,103215094.0,train
It Follows,2015-03-13,2014,21947454.0,train
Blended,2014-05-23,2014,127994610.0,train
Hercules,2014-07-25,2014,244819862.0,train
The Judge,2014-10-10,2014,84419388.0,train
Annie,2014-12-19,2014,136853506.0,train
Godzilla,2014-05-16,2014,524976069.0,train
The Giver,2014-08-15,2014,66980456.0,train
300: Rise of an Empire,2014-03-07,2014,337580051.0,train
American Sniper,2015-01-16,2014,547426372.0,train
"Love, Rosie",2014-10-22,2014,25574387.0,train
Big Hero 6,2014-11-07,2014,657869686.0,train
The Amazing Spider-Man 2,2014-05-02,2014,708982323.0,train
Maleficent,2014-05-30,2014,758411779.0,train
Into the Woods,2014-12-25,2014,212902372.0,train
Unbroken,2014-12-25,2014,161459297.0,train
The Lego Movie,2014-02-07,2014,468060692.0,train
The Hunger Games: Mockingjay - Part 1,2014-11-21,2014,755356711.0,train
Tusk,2014-09-19,2014,1882074.0,train
Night at the Museum: Secret of the Tomb,2014-12-19,2014,363204635.0,train
The Fault in Our Stars,2014-06-06,2014,307166834.0,train
"As Above, So Below",2014-08-29,2014,41898409.0,train
Annabelle,2014-10-03,2014,257579282.0,train
Boyhood,2014-08-15,2014,48137666.0,train
The Theory of Everything,2014-11-26,2014,123726688.0,train
The Expendables 3,2014-08-15,2014,214657577.0,train
The Interview,2014-12-24,2014,11782625.0,train
The Drop,2014-09-12,2014,18658381.0,train
Transformers: Age of Extinction,2014-06-27,2014,1104054072.0,train
Inherent Vice,2015-01-09,2014,14710975.0,train
Neighbors,2014-05-09,2014,270665134.0,train
The Babadook,2014-11-28,2014,10312540.0,train
Sex Tape,2014-07-18,2014,126069509.0,train
The Other Woman,2014-04-25,2014,196710396.0,train
Wild Tales,2014-08-21,2014,30642704.0,train
Wild,2014-12-19,2014,52501541.0,train
Foxcatcher,2015-01-16,2014,19206513.0,train
The Guest,2014-09-05,2014,2700051.0,train
Teenage Mutant Ninja Turtles,2014-08-08,2014,485004754.0,train
RoboCop,2014-02-12,2014,242688965.0,train
22 Jump Street,2014-06-13,2014,331333876.0,train
Dawn of the Planet of the Apes,2014-07-11,2014,710644566.0,train
Sin City: A Dame to Kill for,2014-08-22,2014,39407616.0,train
Brick Mansions,2014-04-25,2014,71416730.0,train
Vampire Academy,2014-02-07,2014,15642346.0,train
The Monuments Men,2014-02-07,2014,156706638.0,train
Honeymoon,2014-09-12,2014,24343.0,train
Dumb and Dumber to,2014-11-14,2014,169837010.0,train
Before We Go,2015-07-21,2014,462875.0,train
How to Train Your Dragon 2,2014-06-13,2014,621537519.0,train
Noah,2014-03-28,2014,359200044.0,train
A Walk Among the Tombstones,2014-09-19,2014,58834384.0,train
Need for Speed,2014-03-14,2014,203277636.0,train
Rio 2,2014-04-11,2014,498781117.0,train
Seventh Son,2015-02-06,2014,114178613.0,train
Exodus: Gods and Kings,2014-12-12,2014,268175631.0,train
A Million Ways to Die in the West,2014-05-30,2014,87189756.0,train
Sabotage,2014-03-28,2014,22126842.0,train
Paddington,2015-01-16,2014,282377683.0,train
Non-Stop,2014-02-28,2014,222809600.0,train
The Best of Me,2014-10-17,2014,38609668.0,train
Horrible Bosses 2,2014-11-26,2014,107645357.0,train
This Is Where I Leave You,2014-09-19,2014,41296320.0,train
Into the Storm,2014-08-08,2014,161502194.0,train
Penguins of Madagascar,2014-11-26,2014,373515621.0,train
Jack Ryan: Shadow Recruit,2014-01-17,2014,135503748.0,train
Mommy,2014-10-08,2014,13156856.0,train
Testament of Youth,2015-01-16,2014,5874883.0,train
Cooties,2015-09-18,2014,485544.0,train
The Book of Life,2014-10-17,2014,99783556.0,train
Goodnight Mommy,2015-09-11,2014,2193474.0,train
The November Man,2014-08-27,2014,39661919.0,train
Dracula Untold,2014-10-10,2014,217124280.0,train
Unfriended,2015-04-17,2014,62882090.0,train
I Origins,2014-09-19,2014,481234.0,train
Transcendence,2014-04-18,2014,103039258.0,train
Endless Love,2014-02-14,2014,34718173.0,train
Just Before I Go,2015-04-24,2014,10970.0,train
Before I Go to Sleep,2014-10-31,2014,17669776.0,train
The Good Lie,2014-11-07,2014,3396345.0,train
Deliver Us from Evil,2014-07-02,2014,87937815.0,train
The Raid 2,2014-04-11,2014,6566916.0,train
Taken 3,2015-01-09,2014,326479141.0,train
Pompeii,2014-02-21,2014,117831631.0,train
Kill Me Three Times,2015-04-10,2014,101807.0,train
Ride Along,2014-01-17,2014,154468902.0,train
That Awkward Moment,2014-01-31,2014,45640143.0,train
The Homesman,2014-05-18,2014,3819421.0,train
Black Sea,2015-01-23,2014,4070789.0,train
"Men, Women & Children",2014-10-17,2014,1705908.0,train
Let's Be Cops,2014-08-13,2014,138224951.0,train
A Most Violent Year,2015-01-30,2014,12007070.0,train
PK,2014-12-19,2014,100370104.0,train
A Little Chaos,2015-06-26,2014,10084623.0,train
The Loft,2015-01-30,2014,11020402.0,train
A Most Wanted Man,2014-08-01,2014,36233517.0,train
Clown,2016-06-17,2014,4381603.0,train
The Signal,2014-07-10,2014,2595622.0,train
The Hundred-Foot Journey,2014-08-08,2014,89514453.0,train
Beyond the Lights,2014-11-14,2014,14618727.0,train
Maps to the Stars,2015-02-27,2014,4510934.0,train
If I Stay,2014-08-22,2014,78274843.0,train
She's Funny That Way,2015-08-21,2014,6034851.0,train
'71,2014-10-10,2014,3062178.0,train
Still Alice,2015-02-20,2014,44779195.0,train
3 Days to Kill,2014-02-21,2014,53260230.0,train
Spring,2015-03-20,2014,49970.0,train
Love & Mercy,2015-06-19,2014,28641776.0,train
Big Eyes,2014-12-25,2014,29253166.0,train
Addicted,2014-10-10,2014,17534314.0,train
The Water Diviner,2014-12-26,2014,38176317.0,train
Selma,2015-01-09,2014,66787908.0,train
Veronica Mars,2014-03-13,2014,3485383.0,train
Million Dollar Arm,2014-05-16,2014,38483455.0,train
The One I Love,2014-08-08,2014,596933.0,train
Jersey Boys,2014-06-20,2014,67647013.0,train
Walk of Shame,2014-05-01,2014,8122990.0,train
Draft Day,2014-04-11,2014,29824199.0,train
And So It Goes,2014-07-25,2014,25419147.0,train
A Haunted House 2,2014-04-18,2014,25358716.0,train
The Gambler,2014-12-25,2014,39280992.0,train
Cake,2015-01-23,2014,2433850.0,train
"I, Frankenstein",2014-01-24,2014,76801179.0,train
Muppets Most Wanted,2014-03-21,2014,80383113.0,train
Two Night Stand,2014-09-26,2014,492332.0,train
Son of a Gun,2014-12-11,2014,660241.0,train
Pawn Sacrifice,2015-09-25,2014,5578519.0,train
Left Behind,2014-10-03,2014,27405896.0,train
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-10,2014,100654149.0,train
St. Vincent,2014-10-24,2014,54837234.0,train
The Legend of Hercules,2014-01-10,2014,61279452.0,train
Kill the Messenger,2014-10-09,2014,5218973.0,train
Step Up All in,2014-08-08,2014,86165646.0,train
The Salvation,2015-02-27,2014,1363964.0,train
God's Not Dead,2014-03-21,2014,64676349.0,train
Winter's Tale,2014-02-14,2014,30800231.0,train
When Marnie Was There,2015-08-07,2014,34949567.0,train
Mr. Peabody & Sherman,2014-03-07,2014,275698039.0,train
Tammy,2014-07-02,2014,100375432.0,train
Big Game,2015-06-26,2014,7455398.0,train
A Long Way Down,2014-06-05,2014,7257942.0,train
The Rover,2014-06-20,2014,2510007.0,train
Force Majeure,2014-12-30,2014,4094339.0,train
"Two Days, One Night",2014-05-21,2014,9016922.0,train
Lost River,2015-04-10,2014,615500.0,train
Magic in the Moonlight,2014-08-15,2014,51029361.0,train
Song of the Sea,2015-11-20,2014,4190884.0,train
Hector and the Search for Happiness,2014-08-14,2014,6337728.0,train
The Quiet Ones,2014-04-25,2014,17835162.0,train
Zombeavers,2015-03-20,2014,54985.0,train
Barefoot,2014-09-04,2014,15071.0,train
No Good Deed,2014-09-12,2014,54323210.0,train
Leviathan,2015-02-05,2014,4439481.0,train
Serena,2015-02-26,2014,5092129.0,train
The Duke of Burgundy,2015-01-23,2014,185147.0,train
Effie Gray,2014-10-10,2014,721143.0,train
Wish I Was Here,2014-07-25,2014,5670776.0,train
Frank,2014-09-05,2014,1897363.0,train
Get on Up,2014-08-01,2014,33448971.0,train
Suffragette,2015-10-12,2014,31972096.0,train
Ouija,2014-10-24,2014,103687316.0,train
Heaven Is for Real,2014-04-16,2014,101982712.0,train
While We're Young,2015-04-17,2014,18117839.0,train
Winter Sleep,2014-06-12,2014,4018705.0,train
White Bird in a Blizzard,2014-09-25,2014,469701.0,train
Dear White People,2014-12-04,2014,4633961.0,train
Calvary,2014-04-11,2014,16887741.0,train
Think Like a Man Too,2014-06-20,2014,70181428.0,train
Heaven Knows What,2015-05-29,2014,84417.0,train
The Keeping Room,2015-09-25,2014,73922.0,train
Planes: Fire & Rescue,2014-07-18,2014,146965787.0,train
Top Five,2014-12-12,2014,26117471.0,train
99 Homes,2015-10-09,2014,1828232.0,train
Black or White,2015-01-30,2014,21833967.0,train
Clouds of Sils Maria,2014-08-20,2014,4728401.0,train
Big Stone Gap,2016-05-20,2014,1012804.0,train
Laggies,2014-10-24,2014,2379154.0,train
Mad Max: Fury Road,2015-05-15,2015,375658750.0,train
Avengers: Age of Ultron,2015-05-01,2015,1402809540.0,train
Crimson Peak,2015-10-16,2015,74679822.0,train
Furious 7,2015-04-03,2015,1515341399.0,train
The Hateful Eight,2015-12-30,2015,156480177.0,train
Ant-Man,2015-07-17,2015,519311965.0,train
Fifty Shades of Grey,2015-02-13,2015,569651467.0,train
Sicario,2015-10-02,2015,84872444.0,train
The Witch,2016-02-19,2015,40423945.0,train
The Big Short,2015-12-23,2015,133440870.0,train
Jurassic World,2015-06-12,2015,1670516444.0,train
The Revenant,2016-01-08,2015,532950503.0,train
The Martian,2015-10-02,2015,630162448.0,train
Room,2016-01-22,2015,35401758.0,train
Inside Out,2015-06-19,2015,858848019.0,train
Spotlight,2015-11-20,2015,98690254.0,train
American Ultra,2015-08-21,2015,27262374.0,train
The Man from U.N.C.L.E.,2015-08-14,2015,107045109.0,train
Terminator Genisys,2015-07-01,2015,440603537.0,train
Cinderella,2015-03-13,2015,542358331.0,train
Star Wars: Episode VII - The Force Awakens,2015-12-18,2015,2069521700.0,train
The Lobster,2015-10-16,2015,15509546.0,train
Spectre,2015-11-06,2015,880681519.0,train
High-Rise,2016-04-28,2015,4289074.0,train
Legend,2015-11-20,2015,42972994.0,train
Chappie,2015-03-06,2015,102811889.0,train
Knock Knock,2015-10-09,2015,5567103.0,train
In the Heart of the Sea,2015-12-11,2015,93920758.0,train
The Bronze,2016-03-18,2015,615816.0,train
The Intern,2015-09-25,2015,194564672.0,train
The Hunger Games: Mockingjay - Part 2,2015-11-20,2015,658344137.0,train
Everest,2015-09-25,2015,203427584.0,train
Blackhat,2015-01-16,2015,19652057.0,train
Spy,2015-06-05,2015,235666219.0,train
Fantastic Four,2015-08-07,2015,167882881.0,train
Mission: Impossible - Rogue Nation,2015-07-31,2015,682716636.0,train
The Visit,2015-09-11,2015,98450062.0,train
Vacation,2015-07-29,2015,107228221.0,train
Creed,2015-11-25,2015,173567581.0,train
The Age of Adaline,2015-04-24,2015,65663276.0,train
Black Mass,2015-09-18,2015,99775678.0,train
Focus,2015-02-27,2015,158762963.0,train
Home,2015-03-27,2015,386041607.0,train
Jupiter Ascending,2015-02-06,2015,183887723.0,train
I Saw the Light,2016-04-01,2015,1767963.0,train
Minions,2015-07-10,2015,1159444662.0,train
Pitch Perfect 2,2015-05-15,2015,287144079.0,train
San Andreas,2015-05-29,2015,473990832.0,train
Trainwreck,2015-07-17,2015,140795793.0,train
Tomorrowland,2015-05-22,2015,209035668.0,train
Bridge of Spies,2015-10-16,2015,165478348.0,train
The Danish Girl,2016-01-22,2015,64191523.0,train
The Divergent Series: Insurgent,2015-03-20,2015,297002527.0,train
Straight Outta Compton,2015-08-14,2015,201634991.0,train
Carol,2016-01-15,2015,40272135.0,train
No Escape,2015-08-26,2015,54418872.0,train
The Boy Next Door,2015-01-23,2015,52425855.0,train
Southpaw,2015-07-24,2015,91970827.0,train
The Dressmaker,2015-10-29,2015,25003426.0,train
Maze Runner: The Scorch Trials,2015-09-18,2015,312296056.0,train
Lost and Love,2015-03-20,2015,34930177.0,train
The Last Witch Hunter,2015-10-23,2015,146936910.0,train
Green Room,2016-05-13,2015,3769214.0,train
Burnt,2015-10-30,2015,36606743.0,train
The Good Dinosaur,2015-11-25,2015,332207671.0,train
Far from the Madding Crowd,2015-05-22,2015,30229977.0,train
The Invitation,2016-04-08,2015,354835.0,train
The Gift,2015-08-07,2015,58980521.0,train
Point Break,2015-12-25,2015,133718711.0,train
Get Hard,2015-03-27,2015,111711453.0,train
Hitman: Agent 47,2015-08-21,2015,82347656.0,train
Entourage,2015-06-03,2015,49263404.0,train
Steve Jobs,2015-10-23,2015,34441873.0,train
Scouts Guide to the Zombie Apocalypse,2015-10-30,2015,16137046.0,train
Hardcore Henry,2016-04-08,2015,16810562.0,train
Joy,2015-12-25,2015,101134059.0,train
Masterminds,2016-09-30,2015,29674699.0,train
Brooklyn,2015-11-25,2015,62402155.0,train
Youth,2015-12-04,2015,23459358.0,train
Self/less,2015-07-10,2015,31807156.0,train
Ted 2,2015-06-26,2015,215863606.0,train
Pan,2015-10-09,2015,128388320.0,train
Pixels,2015-07-24,2015,244874809.0,train
Demolition,2016-04-08,2015,4366460.0,train
Macbeth,2015-12-11,2015,16322067.0,train
Daddy's Home,2015-12-25,2015,242786137.0,train
Run All Night,2015-03-13,2015,71561644.0,train
Mr. Right,2016-04-08,2015,607595.0,train
Magic Mike XXL,2015-07-01,2015,117813057.0,train
The DUFF,2015-02-20,2015,43709744.0,train
Trumbo,2015-11-27,2015,11430025.0,train
Hotel Transylvania 2,2015-09-25,2015,474800000.0,train
Knight of Cups,2016-03-04,2015,1026288.0,train
The Stanford Prison Experiment,2015-07-17,2015,663114.0,train
The Longest Ride,2015-04-10,2015,62944815.0,train
Victor Frankenstein,2015-11-25,2015,34227298.0,train
Insidious: Chapter 3,2015-06-05,2015,112983889.0,train
Goosebumps,2015-10-16,2015,158261424.0,train
Aloha,2015-05-29,2015,26250020.0,train
Baahubali: The Beginning,2015-07-09,2015,24548038.0,train
A Bigger Splash,2016-05-13,2015,7545758.0,train
The Wedding Ringer,2015-01-16,2015,79799880.0,train
