title,release_date,log_budget,release_year,release_month,release_quarter,holiday_release,director_prior_films,director_prior_avg_gross,star_prior_films,star_prior_avg_gross,company_prior_films,company_prior_avg_gross,primary_genre,release_season,worldwide_box_office,log_worldwide_box_office
Pure Country,1992-10-23,16.118095750958314,1992,10.0,4.0,0,3,24675521.333333332,0,,73,48310951.1369863,Unknown,fall,15164458.0,16.53446502421856
Boomerang,1992-07-01,17.553180200057167,1992,7.0,3.0,0,1,26385627.0,7,184240628.0,110,63732587.163636364,Unknown,summer,131052444.0,18.691108144560793
The Power of One,1992-03-27,16.705882371415992,1992,3.0,1.0,0,8,56253352.625,1,13539458.0,0,,Unknown,spring,2827107.0,14.854764838988103
Dr. Giggles,1992-10-23,,1992,10.0,4.0,0,0,,0,,0,,Unknown,fall,8403433.0,15.944150989797505
Sidekicks,1993-04-30,,1992,4.0,2.0,0,4,4723830.25,14,12312168.642857144,0,,Unknown,spring,17180393.0,16.659279407901185
Medicine Man,1992-02-07,17.50439003707821,1992,2.0,1.0,0,4,110665640.5,10,38214196.5,6,18747144.333333332,Unknown,winter,45500797.0,17.63324042222892
Honeymoon in Vegas,1992-08-28,17.034386422832473,1992,8.0,3.0,0,1,21460601.0,4,27546720.25,7,53758990.28571428,Unknown,winter,35208854.0,17.376808171431787
Thunderheart,1992-04-03,16.52356082573315,1992,4.0,2.0,0,7,30647992.14285714,5,25076161.8,45,25483436.466666665,Unknown,spring,22660758.0,16.936145308148816
Stop! Or My Mom Will Shoot,1992-02-21,17.622173069956816,1992,2.0,1.0,0,6,25176167.833333332,13,105816412.92307693,0,,Unknown,winter,70611210.0,18.07269948589071
Innocent Blood,1992-09-25,16.811242881518265,1992,9.0,3.0,0,8,81939620.375,1,5017971.0,73,48310951.1369863,Unknown,fall,4943279.0,15.413539636446469
Unlawful Entry,1992-06-26,,1992,6.0,2.0,0,4,14968151.0,6,35786428.166666664,2,47266410.5,Unknown,summer,57138719.0,17.860992553395935
Lorenzo's Oil,1993-01-29,17.216707972959764,1992,1.0,1.0,0,6,27167040.0,9,27255382.0,97,53492920.958762884,Unknown,winter,7286388.0,15.801518645188581
Final Analysis,1992-02-07,17.281246492014,1992,2.0,1.0,0,2,2798702.0,10,71092257.7,73,48310951.1369863,Unknown,winter,28590665.0,17.168590858885516
One False Move,1992-05-08,,1992,5.0,2.0,0,0,,1,169785.0,1,115103.0,Unknown,summer,1543112.0,14.249312362623641
Stay Tuned,1992-08-14,17.034386422832473,1992,8.0,3.0,0,6,22171436.0,3,22771429.666666668,9,23126944.777777776,Unknown,winter,10736401.0,16.18915058160585
Consenting Adults,1992-10-16,16.705882371415992,1992,10.0,4.0,0,5,53497539.0,4,13421230.5,6,18747144.333333332,Unknown,fall,21591728.0,16.88782088265642
Fortress,1993-09-03,15.894952224644102,1992,9.0,3.0,0,3,1519130.3333333333,5,14622630.6,2,28957046.5,Unknown,fall,6739141.0,15.72344317508193
Once Upon a Crime...,1992-03-06,16.705882371415992,1992,3.0,1.0,0,0,,6,26919294.666666668,0,,Unknown,spring,8669847.0,15.975361816884472
Mom and Dad Save the World,1992-07-24,16.454567959008102,1992,7.0,3.0,0,1,22433275.0,1,6250994.0,3,18115252.666666668,Unknown,summer,2034470.0,14.5257463922058
Supercop,1992-07-04,13.710151153416941,1992,7.0,3.0,0,0,,3,3833458.3333333335,5,36886167.4,Unknown,summer,16270600.0,16.6048704176648
Jennifer 8,1992-11-06,16.811242881518265,1992,11.0,4.0,1,2,1023206.0,0,,110,63732587.163636364,Unknown,holiday,11390479.0,16.24828847676543
Bébé's Kids,1992-07-31,,1992,7.0,3.0,0,0,,0,,1,781727.0,Unknown,summer,8442162.0,15.94874911335898
Memoirs of an Invisible Man,1992-02-28,17.50439003707821,1992,2.0,1.0,0,8,19297457.875,13,36841642.615384616,73,48310951.1369863,Unknown,winter,14358033.0,16.479820204133592
Peter's Friends,1992-12-25,15.424948670398354,1992,12.0,4.0,1,2,24088739.5,0,,1,1554742.0,Unknown,holiday,4058564.0,15.21634002082449
Freejack,1992-01-17,17.216707972959764,1992,1.0,1.0,0,2,23133272.5,6,27184840.333333332,9,23126944.777777776,Unknown,winter,17129026.0,16.656285067753036
Como agua para chocolate,1993-05-28,14.508658238524095,1992,5.0,2.0,0,0,,0,,0,,Unknown,summer,21744201.0,16.89485770524897
Leap of Faith,1992-12-18,,1992,12.0,4.0,1,3,8939174.666666666,13,39906667.692307696,110,63732587.163636364,Unknown,holiday,23369283.0,16.966933068476166
Noises Off...,1992-03-20,16.300417291085605,1992,3.0,1.0,0,3,16919120.666666668,14,10501423.07142857,37,75209671.67567568,Unknown,spring,2280148.0,14.63975134967254
Class Act,1992-06-05,15.830413711839864,1992,6.0,2.0,0,0,,2,22912132.5,73,48310951.1369863,Unknown,summer,13272113.0,16.401175700327283
Diggstown,1992-08-14,16.648723960844016,1992,8.0,3.0,0,7,35127065.85714286,5,3533614.8,41,16844063.073170733,Unknown,winter,4836637.0,15.391730409227764
Indochine,1992-12-23,,1992,12.0,4.0,1,0,,1,5988322.0,0,,Unknown,holiday,5603158.0,15.538841103799612
Nemesis,1992-12-26,,1992,12.0,4.0,1,5,10626231.8,0,,0,,Unknown,holiday,2001124.0,14.509220080380395
Kuffs,1992-01-10,16.118095750958314,1992,1.0,1.0,0,0,,3,11521942.666666666,0,,Unknown,winter,21142815.0,16.86681073672524
Shining Through,1992-01-31,,1992,1.0,1.0,0,2,14621333.5,7,116807133.71428572,48,46164971.979166664,Unknown,winter,43838238.0,17.596017031001626
Mo' Money,1992-07-24,16.118095750958314,1992,7.0,3.0,0,1,189015611.0,0,,80,33206473.1375,Unknown,summer,40227006.0,17.510049143942354
Husbands and Wives,1992-09-18,16.811242881518265,1992,9.0,3.0,0,13,11423713.076923076,6,9227430.833333334,10,8706026.3,Unknown,fall,10555619.0,16.172168977473117
Trespass,1992-12-25,16.454567959008102,1992,12.0,4.0,1,9,40164934.44444445,1,169785.0,97,53492920.958762884,Unknown,holiday,13249535.0,16.399473090915407
Love Potion No. 9,1992-11-13,,1992,11.0,4.0,1,0,,0,,0,,Unknown,holiday,754935.0,13.534388256426213
Rapid Fire,1992-08-21,16.118095750958314,1992,8.0,3.0,0,3,26563812.666666668,0,,48,46164971.979166664,Unknown,winter,14356479.0,16.479711966188034
Wind,1992-09-11,17.182806422433504,1992,9.0,3.0,0,2,15190863.5,5,19970494.2,0,,Unknown,fall,5519569.0,15.523810516668304
Hero,1992-10-02,17.553180200057167,1992,10.0,4.0,0,5,10624545.2,4,212111405.25,80,33206473.1375,Unknown,fall,19507345.0,16.786301670542304
South Central,1992-09-18,15.201805169084134,1992,9.0,3.0,0,0,,0,,0,,Unknown,fall,1373196.0,14.132652155885163
The Muppet Christmas Carol,1992-12-11,16.300417291085605,1992,12.0,4.0,1,0,,14,10501423.07142857,12,89940981.0,Unknown,holiday,32574382.0,17.299036739890198
Un Coeur en Hiver,1993-06-04,,1992,6.0,2.0,0,0,,0,,1,3089497.0,Unknown,summer,1605437.0,14.288907174512849
Tokyo Decadence,1993-04-30,,1992,4.0,2.0,0,0,,0,,0,,Unknown,spring,277845.0,12.534822282347466
Mr. Baseball,1992-10-02,17.50439003707821,1992,10.0,4.0,0,6,14197471.333333334,8,44034999.125,0,,Unknown,fall,20883046.0,16.854448239450868
Love Crimes,1992-01-24,,1992,1.0,1.0,0,1,1777378.0,0,,2,8424082.0,Unknown,winter,2287928.0,14.643157599531808
CrissCross,1992-05-08,16.454567959008102,1992,5.0,2.0,0,0,,7,32630990.0,3,25354549.0,Unknown,summer,3052738.0,14.931549778380283
Waterland,1992-10-30,16.118095750958314,1992,10.0,4.0,0,1,1381091.0,4,6189770.75,6,2867391.5,Unknown,fall,1100218.0,13.911019808861726
The Distinguished Gentleman,1992-12-04,17.72753358339242,1992,12.0,4.0,1,2,12801506.0,7,184240628.0,6,18747144.333333332,Unknown,holiday,46666502.0,17.65853718475646
White Sands,1992-04-24,16.906553056777135,1992,4.0,2.0,0,5,49152612.6,3,5505525.333333333,9,23126944.777777776,Unknown,spring,9011574.0,16.014020420079138
Belle Epoque,1994-02-25,,1992,2.0,1.0,0,0,,0,,0,,Unknown,winter,5418216.0,15.505277352504717
Knight Moves,1993-01-22,16.012735246411598,1992,1.0,1.0,0,1,4557214.0,5,14622630.6,7,6670564.857142857,Unknown,winter,923418.0,13.735838364975027
Light Sleeper,1992-03-13,15.424948670398354,1992,3.0,1.0,0,6,7211832.333333333,3,5505525.333333333,17,68669657.29411764,Unknown,spring,1055987.0,13.869987379547414
A Midnight Clear,1992-04-24,15.424948670398354,1992,4.0,2.0,0,1,303624.0,2,4468893.5,7,4803423.142857143,Unknown,spring,1526697.0,14.23861779122911
Bob Roberts,1992-09-04,,1992,9.0,3.0,0,0,,2,14025746.5,1,2669366.0,Unknown,fall,4479470.0,15.31501551706199
Sarafina!,1992-09-25,,1992,9.0,3.0,0,0,,3,19409327.333333332,1,1554742.0,Unknown,fall,7306242.0,15.804239746118224
In the Soup,1992-08-13,,1992,8.0,3.0,0,0,,0,,1,8211952.0,Unknown,winter,256249.0,12.453908809434756
A Stranger Among Us,1992-07-17,16.705882371415992,1992,7.0,3.0,0,11,12806079.363636363,4,42076447.25,6,18747144.333333332,Unknown,summer,12282994.0,16.32372634345447
Where the Day Takes You,1992-09-11,14.914123179965662,1992,9.0,3.0,0,1,5552441.0,0,,3,3409267.0,Unknown,fall,390152.0,12.874294248865594
Passion Fish,1992-12-11,15.018483162256882,1992,12.0,4.0,1,6,2630288.0,0,,0,,Unknown,holiday,4814619.0,15.387167680058475
That Night,1993-08-06,,1992,8.0,3.0,0,0,,3,20713468.0,0,,Unknown,winter,20194.0,9.913190327997514
Gas Food Lodging,1992-07-10,,1992,7.0,3.0,0,0,,2,627289.0,0,,Unknown,summer,1342613.0,14.110129017961098
American Heart,1993-05-07,16.118095750958314,1992,5.0,2.0,0,0,,12,17038264.833333332,4,3499095.5,Unknown,summer,384048.0,12.858525427595811
The Babe,1992-04-17,,1992,4.0,2.0,0,8,23142348.125,1,52487045.0,97,53492920.958762884,Unknown,spring,19930973.0,16.807785562043495
Christopher Columbus: The Discovery,1992-08-21,17.50439003707821,1992,8.0,3.0,0,5,76077615.0,1,21460601.0,0,,Unknown,winter,8251071.0,15.92585368926341
Prelude to a Kiss,1992-07-10,,1992,7.0,3.0,0,1,4609953.0,0,,0,,Unknown,summer,22697691.0,16.937773803273668
The Best Intentions,1992-07-10,,1992,7.0,3.0,0,1,2063688.0,0,,0,,Unknown,summer,1253106.0,14.04113662528413
The Public Eye,1992-10-16,16.52356082573315,1992,10.0,4.0,0,1,15260154.0,1,11000863.0,97,53492920.958762884,Unknown,fall,3067917.0,14.93650971360232
Article 99,1992-03-13,16.705882371415992,1992,3.0,1.0,0,3,34162886.0,0,,46,26127100.760869566,Unknown,spring,6375979.0,15.668048362684408
The Mambo Kings,1992-02-28,16.5563506464056,1992,2.0,1.0,0,0,,1,1515578.0,0,,Unknown,winter,6742168.0,15.72389224120775
Into the West,1993-09-17,,1992,9.0,3.0,0,4,6052776.25,3,2248860.3333333335,3,1354144.3333333333,Unknown,fall,4790801.0,15.382208387522214
The Playboys,1992-04-22,,1992,4.0,2.0,0,0,,4,6927950.75,0,,Unknown,spring,4906900.0,15.406153139608683
City of Joy,1992-04-17,17.11134746100564,1992,4.0,2.0,0,3,18588650.666666668,7,126963442.42857143,1,1730005.0,Unknown,spring,14683921.0,16.50226371168064
Straight Talk,1992-04-03,,1992,4.0,2.0,0,0,,0,,6,18747144.333333332,Unknown,spring,21202099.0,16.869610791340232
Qing shao nian nuo zha,1994-08-04,,1992,8.0,3.0,0,0,,0,,0,,Unknown,winter,28791.0,10.267852849758867
Love Field,1993-02-12,16.705882371415992,1992,2.0,1.0,0,4,14968151.0,2,18329116.5,46,26127100.760869566,Unknown,winter,1014726.0,13.830130168763072
Mr. Saturday Night,1992-09-25,17.57671069691365,1992,9.0,3.0,0,0,,3,92077133.66666667,7,53758990.28571428,Unknown,fall,13351357.0,16.407128660483558
Twin Dragons,1999-04-09,16.118095750958314,1992,4.0,2.0,0,0,,3,3833458.3333333335,1,113164.0,Unknown,spring,8359717.0,15.93893525243453
Aces: Iron Eagle III,1992-06-12,,1992,6.0,2.0,0,5,76077615.0,2,17328598.0,17,68669657.29411764,Unknown,summer,2517600.0,14.738817021935942
The Living End,1992-08-21,10.033199159057785,1992,8.0,3.0,0,0,,0,,0,,Unknown,winter,692585.0,13.448187697058605
Simple Men,1992-11-06,14.914123179965662,1992,11.0,4.0,1,1,357400.0,0,,4,4980694.75,Unknown,holiday,143010.0,11.870676829360539
Guncrazy,1993-09-09,13.592368256649284,1992,9.0,3.0,0,0,,2,15083232.5,0,,Unknown,fall,114516.0,11.648478562571333
Folks!,1992-05-01,16.52356082573315,1992,5.0,2.0,0,7,28270539.714285713,8,44034999.125,0,,Unknown,summer,6132924.0,15.629182355607862
Léolo,1993-04-02,,1992,4.0,2.0,0,0,,0,,0,,Unknown,spring,611703.0,13.324003784362455
Night and the City,1992-10-23,16.811242881518265,1992,10.0,4.0,0,1,9480198.0,13,35226488.84615385,0,,Unknown,fall,6202756.0,15.640504428594971
Whispers in the Dark,1992-08-07,16.705882371415992,1992,8.0,3.0,0,1,7242035.0,1,1354268.0,110,63732587.163636364,Unknown,winter,11124511.0,16.224661519885935
Zebrahead,1992-10-23,,1992,10.0,4.0,0,0,,0,,1,161001698.0,Unknown,fall,1557771.0,14.25876715324046
Hyenas,2019-04-26,,1992,4.0,2.0,0,0,,0,,0,,Unknown,spring,24672.0,10.113464807318579
A Tale of Winter,1992-01-29,,1992,1.0,1.0,0,5,189096.0,0,,2,21296.5,Unknown,winter,52431.0,10.867272370938595
Man Trouble,1992-07-17,17.216707972959764,1992,7.0,3.0,0,3,13864626.0,7,24759634.14285714,0,,Unknown,summer,4096030.0,15.225529014032215
Brain Donors,1992-04-17,,1992,4.0,2.0,0,1,72270891.0,1,6153939.0,110,63732587.163636364,Unknown,spring,918239.0,13.73021407334219
Out on a Limb,1992-09-04,,1992,9.0,3.0,0,1,40586886.0,6,44828873.5,4,18586178.5,Unknown,fall,1659542.0,14.322052821225574
Traces of Red,1992-11-11,,1992,11.0,4.0,1,0,,6,27988748.5,3,9446513.333333334,Unknown,holiday,3206714.0,14.980757606625259
Storyville,1992-09-30,,1992,9.0,3.0,0,0,,2,17055498.0,2,28957046.5,Unknown,fall,422503.0,12.953954193190171
Map of the Human Heart,1993-05-14,,1992,5.0,2.0,0,0,,0,,1,179469.0,Unknown,summer,2806881.0,14.847584816697672
Ruby Cairo,1993-10-29,16.993564429978885,1992,10.0,4.0,0,1,2777280.0,0,,0,,Unknown,fall,608866.0,13.319355132036693
The Waterdance,1992-05-13,14.80876270134486,1992,5.0,2.0,0,0,,3,19400190.666666668,1,9797098.0,Unknown,summer,1723319.0,14.359763220842664
Year of the Comet,1992-04-24,,1992,4.0,2.0,0,7,9746042.142857144,0,,7,53758990.28571428,Unknown,spring,2791515.0,14.8420953754016
This Is My Life,1992-02-21,,1992,2.0,1.0,0,0,,0,,48,46164971.979166664,Unknown,winter,2922094.0,14.887811382742376
Mistress,1992-07-24,,1992,7.0,3.0,0,0,,0,,0,,Unknown,summer,1102469.0,13.913063675048562
Passed Away,1992-04-24,,1992,4.0,2.0,0,0,,3,113244378.0,6,18747144.333333332,Unknown,spring,4030793.0,15.20947393684902
Blame It on the Bellboy,1992-03-06,,1992,3.0,1.0,0,0,,0,,0,,Unknown,spring,3104545.0,14.948378046878148
Leaving Normal,1992-04-29,,1992,4.0,2.0,0,2,32840738.0,1,1083282.0,0,,Unknown,spring,1514114.0,14.230341667822762
House of Angels,1993-08-06,,1992,8.0,3.0,0,0,,0,,0,,Unknown,winter,9481984.0,16.064904240498212
The Long Day Closes,1993-05-28,,1992,5.0,2.0,0,1,771745.0,0,,2,388611.5,Unknown,summer,22765.0,10.033023473885162
Shadow of the Wolf,1993-03-05,,1992,3.0,1.0,0,0,,2,38319805.5,0,,Unknown,spring,1434174.0,14.176100328958087
The Gun in Betty Lou's Handbag,1992-08-21,16.380459992348886,1992,8.0,3.0,0,1,11541758.0,0,,0,,Unknown,winter,3721911.0,15.129748072702249
Tombstone,1993-12-25,17.034386422832473,1993,12.0,4.0,1,4,91556935.0,8,36796923.125,13,27061112.46153846,Unknown,holiday,56505065.0,17.849840855813934
The Sandlot,1993-04-07,,1993,4.0,2.0,0,0,,0,,57,52572171.03508772,Unknown,spring,34348443.0,17.352067277207794
Jurassic Park,1993-06-11,17.958645300228824,1993,6.0,2.0,0,8,310726471.75,1,20471382.0,104,54448847.09615385,Unknown,summer,1033928303.0,20.75663127213733
Dazed and Confused,1993-09-24,15.747032114495013,1993,9.0,3.0,0,1,1228108.0,0,,0,,Unknown,fall,7993039.0,15.894081720974466
Schindler's List,1994-02-04,16.906553056777135,1993,2.0,1.0,0,8,310726471.75,2,24549898.5,104,54448847.09615385,Unknown,winter,322161245.0,19.5905627421434
True Romance,1993-09-10,16.380459992348886,1993,9.0,3.0,0,6,149386301.66666666,4,13927160.75,13,24655796.923076924,Unknown,fall,13088850.0,16.38727135710451
Naked,1994-02-04,,1993,2.0,1.0,0,2,1354368.0,0,,0,,Unknown,winter,1769305.0,14.386097937266994
Robin Hood: Men in Tights,1993-07-28,16.811242881518265,1993,7.0,3.0,0,3,24631638.666666668,1,30902642.0,9,15143465.111111112,Unknown,summer,35739755.0,17.391774240587754
A Bronx Tale,1993-10-01,16.906553056777135,1993,10.0,4.0,0,0,,14,33153365.07142857,0,,Unknown,fall,17287898.0,16.665517334949108
What's Eating Gilbert Grape,1994-03-04,16.213405921671733,1993,3.0,1.0,0,2,11600183.5,2,47145174.0,118,62740206.66949152,Unknown,spring,10032765.0,16.121366894601774
Hocus Pocus,1993-07-16,17.147715103853763,1993,7.0,3.0,0,1,2819485.0,6,35854907.0,14,115422598.07142857,Unknown,summer,44947705.0,17.62101028309684
Carlito's Way,1993-11-12,17.216707972959764,1993,11.0,4.0,1,9,30540458.777777776,9,57167091.333333336,104,54448847.09615385,Unknown,holiday,63848322.0,17.972020875415048
Mrs. Doubtfire,1993-11-24,17.034386422832473,1993,11.0,4.0,1,5,180130043.8,9,59490943.88888889,57,52572171.03508772,Unknown,holiday,441286195.0,19.905204193442355
The Fugitive,1993-08-06,17.599700214609808,1993,8.0,3.0,0,4,51606337.5,10,178188592.3,85,55269020.941176474,Unknown,winter,368875760.0,19.725970454254732
Demolition Man,1993-10-08,17.858561843342684,1993,10.0,4.0,0,0,,14,103301755.57142857,85,55269020.941176474,Unknown,fall,58055768.0,17.876914641015286
Dennis the Menace,1993-06-25,,1993,6.0,2.0,0,3,15008474.333333334,5,5860802.8,85,55269020.941176474,Unknown,summer,117270765.0,18.579996058350766
Falling Down,1993-02-26,17.034386422832473,1993,2.0,1.0,0,7,38909666.71428572,9,134935044.2222222,3,3196489.6666666665,Unknown,winter,40903593.0,17.526728490013074
The Pelican Brief,1993-12-17,17.622173069956816,1993,12.0,4.0,1,6,48179903.833333336,2,128631840.0,85,55269020.941176474,Unknown,holiday,195268056.0,19.089883823841983
The Firm,1993-06-30,17.553180200057167,1993,6.0,2.0,0,4,113769152.0,10,132626260.4,4,16268934.25,Unknown,summer,270248367.0,19.414851975612443
Last Action Hero,1993-06-18,18.258161826219297,1993,6.0,2.0,0,5,97632671.8,13,125467149.6923077,89,35802145.52808989,Unknown,summer,137298489.0,18.73766787286272
Sister Act 2: Back in the Habit,1993-12-10,17.453096744006448,1993,12.0,4.0,1,2,13539151.5,5,59427874.8,41,74833208.48780487,Unknown,holiday,57319029.0,17.86414323824093
Groundhog Day,1993-02-12,16.496532155171714,1993,2.0,1.0,0,3,37851472.333333336,7,106103969.71428572,89,35802145.52808989,Unknown,winter,71074049.0,18.079232849249504
Philadelphia,1994-01-14,17.073607134447293,1993,1.0,1.0,0,5,62710468.8,13,52617382.615384616,46,25422073.891304348,Unknown,winter,206678440.0,19.14667471829307
Super Mario Bros.,1993-05-28,17.6867115897055,1993,5.0,2.0,0,1,12706478.0,4,85940981.75,3,19951406.666666668,Unknown,summer,20915465.0,16.85599944327004
Sleepless in Seattle,1993-06-25,16.860033043306743,1993,6.0,2.0,0,1,2922094.0,13,52617382.615384616,46,25422073.891304348,Unknown,summer,227927165.0,19.244536688516114
Cliffhanger,1993-05-28,18.064005814299346,1993,5.0,2.0,0,5,62909679.8,14,103301755.57142857,21,73018011.61904761,Unknown,summer,255000211.0,19.356774934494904
The Piano,1994-02-11,15.76142084987672,1993,2.0,1.0,0,2,997278.5,1,1852655.0,0,,Unknown,winter,40185556.0,17.509018210426262
The Nightmare Before Christmas,1993-10-29,16.705882371415992,1993,10.0,4.0,0,0,,0,,41,74833208.48780487,Unknown,fall,91491247.0,18.331753875397748
Rookie of the Year,1993-07-07,16.118095750958314,1993,7.0,3.0,0,0,,0,,57,52572171.03508772,Unknown,summer,56500758.0,17.849764629654757
"Blood In, Blood Out",1993-04-30,17.370858648025116,1993,4.0,2.0,0,4,51570939.75,0,,13,27061112.46153846,Unknown,spring,4496583.0,15.318828555358701
In the Name of the Father,1994-02-25,16.380459992348886,1993,2.0,1.0,0,2,8118895.0,3,33418684.333333332,0,,Unknown,winter,65796862.0,18.00208272038703
Alive,1993-01-15,17.281246492014,1993,1.0,1.0,0,1,53208180.0,3,16944341.0,0,,Unknown,winter,36733909.0,17.419210864621338
Addams Family Values,1993-11-19,17.665658180950928,1993,11.0,4.0,1,1,191502426.0,4,54919956.5,118,62740206.66949152,Unknown,holiday,48919043.0,17.70567732648273
Indecent Proposal,1993-04-07,17.453096744006448,1993,4.0,2.0,0,4,111480417.25,5,58620681.8,118,62740206.66949152,Unknown,spring,266614059.0,19.40131270250282
In the Line of Fire,1993-07-09,17.50439003707821,1993,7.0,3.0,0,4,13888382.25,14,44112381.35714286,89,35802145.52808989,Unknown,summer,176997168.0,18.99164429605991
The Age of Innocence,1993-10-01,17.341871111992198,1993,10.0,4.0,0,7,46708988.571428575,3,33418684.333333332,89,35802145.52808989,Unknown,fall,32255440.0,17.289197300153884
Menace II Society,1993-05-26,15.068273812173887,1993,5.0,2.0,0,0,,0,,22,13815827.454545455,Unknown,summer,27912072.0,17.144569877207896
Gettysburg,1993-10-08,17.034386422832473,1993,10.0,4.0,0,2,24625000.5,8,17705735.5,0,,Unknown,fall,10769960.0,16.192271427956097
The Three Musketeers,1993-11-12,17.216707972959764,1993,11.0,4.0,1,4,32406203.0,9,46088263.55555555,14,115422598.07142857,Unknown,holiday,53898845.0,17.802619625631475
Homeward Bound: The Incredible Journey,1993-02-12,,1993,2.0,1.0,0,0,,10,126927311.2,2,30740968.5,Unknown,winter,41833324.0,17.549203828664798
The Secret Garden,1993-08-13,16.705882371415992,1993,8.0,3.0,0,1,5575738.0,0,,85,55269020.941176474,Unknown,winter,31181347.0,17.25533065350096
Free Willy,1993-07-16,16.811242881518265,1993,7.0,3.0,0,3,12229568.0,0,,0,,Unknown,summer,153698625.0,18.850504268976348
RoboCop 3,1993-11-05,16.906553056777135,1993,11.0,4.0,1,2,2180678.0,1,143010.0,48,25192444.583333332,Unknown,holiday,10696210.0,16.18540012457009
The Remains of the Day,1993-11-19,16.52356082573315,1993,11.0,4.0,1,8,7622796.125,3,8980802.0,89,35802145.52808989,Unknown,holiday,23237911.0,16.961295640817006
Hard Target,1993-08-20,16.705882371415992,1993,8.0,3.0,0,0,,7,20599554.42857143,104,54448847.09615385,Unknown,winter,74189677.0,18.122135587948716
Fire in the Sky,1993-03-12,16.52356082573315,1993,3.0,1.0,0,2,8625924.5,1,25105517.0,118,62740206.66949152,Unknown,spring,19885552.0,16.805504046144204
Cool Runnings,1993-10-01,16.454567959008102,1993,10.0,4.0,0,1,29000301.0,7,24312230.714285713,14,115422598.07142857,Unknown,fall,154856263.0,18.858007915615694
